num_of_agents,num_of_items,value_noise_ratio,beta,delta,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
10,4,1,0.1,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02029420000326354
10,4,1,0.3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.036646900000050664
10,4,1,0.3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03727749999961816
10,4,1,0.3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03580810000130441
10,4,1,0.3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03444060000765603
10,4,1,0.3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02895179999177344
10,4,1,0.3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.016458700003568083
10,4,1,0.3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015658799995435402
10,4,1,0.3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.013743599993176758
10,4,1,0.3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015451299987034872
10,4,1,0.3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01841200000490062
10,4,1,0.3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018953799997689202
10,4,1,0.3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018111500001396053
10,4,1,0.3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019317700003739446
10,4,1,0.3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01759749998745974
10,4,1,0.3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015193100000033155
10,4,1,0.3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015171399994869716
10,4,1,0.3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015534399994066916
10,4,1,0.3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.017150200001196936
10,4,1,0.3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.017744099997798912
10,4,1,0.3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01759920000040438
10,4,1,0.3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01551599999947939
10,4,1,0.3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01434569999400992
10,4,1,0.3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01629230000253301
10,4,1,0.3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.016159400009200908
10,4,1,0.3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019783399999141693
10,4,1,0.5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03928979999909643
10,4,1,0.5,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03779769998800475
10,4,1,0.5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03200259999721311
10,4,1,0.5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.050539699994260445
10,4,1,0.5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.04459330000099726
10,4,1,0.5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02251540000725072
10,4,1,0.5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02291759999934584
10,4,1,0.5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01851350000652019
10,4,1,0.5,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.020853299996815622
10,4,1,0.5,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018975099999806844
10,4,1,0.5,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015196599997580051
10,4,1,0.5,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.016228599997702986
10,4,1,0.5,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.015350600006058812
10,4,1,0.5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.016071799997007474
10,4,1,0.5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019249299992225133
10,4,1,0.5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.020633899999666028
10,4,1,0.5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.023956000004545785
10,4,1,0.5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02983140001015272
10,4,1,0.5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01888439999311231
10,4,1,0.5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.017310299997916445
10,4,1,0.5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019351599999936298
10,4,1,0.5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018244499995489605
10,4,1,0.5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.022363900003256276
10,4,1,0.5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02301649999571964
10,4,1,0.5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.020742799999425188
10,4,1,3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.037009200008469634
10,4,1,3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.037173500008066185
10,4,1,3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.036309800008893944
10,4,1,3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.0316127999976743
10,4,1,3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.0345417000062298
10,4,1,3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.014974699995946139
10,4,1,3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018626499993843026
10,4,1,3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019567399998777546
10,4,1,3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019560999993700534
10,4,1,3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01817470000241883
10,4,1,3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01728880000882782
10,4,1,3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02025780000258237
10,4,1,3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019724199999473058
10,4,1,3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03124789999856148
10,4,1,3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02769780000380706
10,4,1,3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.026272200004314072
10,4,1,3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.020639599999412894
10,4,1,3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.021343699991120957
10,4,1,3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02200940001057461
10,4,1,3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.021786099998280406
10,4,1,3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01914619999297429
10,4,1,3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018449499999405816
10,4,1,3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018402399990009144
10,4,1,3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01725109999824781
10,4,1,3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018935200001578778
10,4,1,5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.031435400000191294
10,4,1,5,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.0332429999980377
10,4,1,5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03416139999171719
10,4,1,5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.030494399994495325
10,4,1,5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.03474480001023039
10,4,1,5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01947499999369029
10,4,1,5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01869500000611879
10,4,1,5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02082969999173656
10,4,1,5,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018747299996903166
10,4,1,5,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.021328200004063547
10,4,1,5,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02166620000207331
10,4,1,5,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.02201519999653101
10,4,1,5,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01919209999323357
10,4,1,5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01934820000315085
10,4,1,5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018558299998403527
10,4,1,5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.019025500005227514
10,4,1,5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.018991899996763095
10,4,1,5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.014250700012780726
10,4,1,5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.016710000010789372
10,4,1,5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01582780000171624
10,4,1,5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.014720899998792447
10,4,1,5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.01713049999671057
10,4,1,5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.017750599989085458
10,4,1,5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.016213900002185255
10,4,1,5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,2,2.0,10,10,10,0.0205054999969434
10,8,0,0.001,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.34637909999582916
10,8,0,0.001,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3206595999945421
10,8,0,0.001,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2753484999993816
10,8,0,0.001,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.33015680000244174
10,8,0,0.001,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3284821999986889
10,8,0,0.001,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0690654999925755
10,8,0,0.001,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06387280000490136
10,8,0,0.001,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.1050721999927191
10,8,0,0.001,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07011630000488367
10,8,0,0.001,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06916660000570118
10,8,0,0.001,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06342999999469612
10,8,0,0.001,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06153539998922497
10,8,0,0.001,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06450140000379179
10,8,0,0.001,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07587410000269301
10,8,0,0.001,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06376869999803603
10,8,0,0.001,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06615689999307506
10,8,0,0.001,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06750920000195038
10,8,0,0.001,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08576790000370238
10,8,0,0.001,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06648570000834297
10,8,0,0.001,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08814849999907892
10,8,0,0.001,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.10214380000252277
10,8,0,0.001,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09135459999379236
10,8,0,0.001,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07653710000158753
10,8,0,0.001,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06686779999290593
10,8,0,0.001,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06738459999905899
10,8,0,0.1,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2783095000049798
10,8,0,0.1,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.30615260000922717
10,8,0,0.1,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3732717000093544
10,8,0,0.1,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.294566999989911
10,8,0,0.1,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2962878999969689
10,8,0,0.1,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06766780000180006
10,8,0,0.1,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06098740000743419
10,8,0,0.1,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06571699999039993
10,8,0,0.1,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06278220000967849
10,8,0,0.1,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07269729999825358
10,8,0,0.1,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07371749999583699
10,8,0,0.1,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06408050000027288
10,8,0,0.1,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07898350000323262
10,8,0,0.1,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08951879999949597
10,8,0,0.1,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07014759999583475
10,8,0,0.1,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06635480000113603
10,8,0,0.1,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06353179999860004
10,8,0,0.1,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07079789999988861
10,8,0,0.1,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06772389999241568
10,8,0,0.1,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.061710499998298474
10,8,0,0.1,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06688259998918511
10,8,0,0.1,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06788210000377148
10,8,0,0.1,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06585179999819957
10,8,0,0.1,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.10632529998838436
10,8,0,0.1,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0643355999927735
10,8,0,0.3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2862282999994932
10,8,0,0.3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3086512000008952
10,8,0,0.3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.29773229999409523
10,8,0,0.3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2698986000032164
10,8,0,0.3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3220043000037549
10,8,0,0.3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.05994530000316445
10,8,0,0.3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.057816600005025975
10,8,0,0.3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06756900000618771
10,8,0,0.3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07456009999441449
10,8,0,0.3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07720770000014454
10,8,0,0.3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06228479999117553
10,8,0,0.3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06534509999619331
10,8,0,0.3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0715794999996433
10,8,0,0.3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06464660000347067
10,8,0,0.3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06355010000697803
10,8,0,0.3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06344899999385234
10,8,0,0.3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06565170000249054
10,8,0,0.3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07019149999541696
10,8,0,0.3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06714559999818448
10,8,0,0.3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0628355999942869
10,8,0,0.3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06399800001236144
10,8,0,0.3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06141199999547098
10,8,0,0.3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06065919999673497
10,8,0,0.3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06074390000139829
10,8,0,0.3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06661280000116676
10,8,0,0.5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.34904780000215396
10,8,0,0.5,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3792054000077769
10,8,0,0.5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.34898229999816976
10,8,0,0.5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.28699439999763854
10,8,0,0.5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3060185000067577
10,8,0,0.5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08643890000530519
10,8,0,0.5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08301519999804441
10,8,0,0.5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07713350000267383
10,8,0,0.5,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0748854000121355
10,8,0,0.5,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06913169998733792
10,8,0,0.5,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07340209999529179
10,8,0,0.5,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06839030000264756
10,8,0,0.5,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06887920000008307
10,8,0,0.5,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07634189999953378
10,8,0,0.5,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07550059999630321
10,8,0,0.5,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06662870000582188
10,8,0,0.5,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06490829998801928
10,8,0,0.5,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.062187499992433004
10,8,0,0.5,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07209820000571199
10,8,0,0.5,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06956269999500364
10,8,0,0.5,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07597499999974389
10,8,0,0.5,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.10057170000800397
10,8,0,0.5,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.086993100005202
10,8,0,0.5,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07413399999495596
10,8,0,0.5,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08241869999619666
10,8,0,3,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3087739999900805
10,8,0,3,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3277888000011444
10,8,0,3,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2948823999904562
10,8,0,3,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.33678479999070987
10,8,0,3,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.2886646999977529
10,8,0,3,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06913610000628978
10,8,0,3,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06244180000794586
10,8,0,3,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0619726000004448
10,8,0,3,{0.34},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06147719999717083
10,8,0,3,{0.34},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06252089999907184
10,8,0,3,{0.5},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06459520000498742
10,8,0,3,{0.5},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07243519999610726
10,8,0,3,{0.5},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06273540000256617
10,8,0,3,{0.5},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06999329999962356
10,8,0,3,{0.5},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06412640000053216
10,8,0,3,{0.8},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08615930000087246
10,8,0,3,{0.8},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.0689803999994183
10,8,0,3,{0.8},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07619870000053197
10,8,0,3,{0.8},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07412580000527669
10,8,0,3,{0.8},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09785579999152105
10,8,0,3,{0.9},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.09888309999951161
10,8,0,3,{0.9},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08693410000705626
10,8,0,3,{0.9},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.10038940000231378
10,8,0,3,{0.9},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08211950000259094
10,8,0,3,{0.9},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.11152890000084881
10,8,0,5,{0.001},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.30051969998748973
10,8,0,5,{0.001},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3656593000050634
10,8,0,5,{0.001},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.30282959999749437
10,8,0,5,{0.001},tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3115971999941394
10,8,0,5,{0.001},tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.3143833999929484
10,8,0,5,{0.34},tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.06832910000230186
10,8,0,5,{0.34},tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.07499120000284165
10,8,0,5,{0.34},tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,10,10,10,0.08477979998860974
