num_of_agents,num_of_items,value_noise_ratio,beta,delta,use_threads,algorithm,random_seed,utilitarian_value,egalitarian_value,max_envy,mean_envy,max_deficit,mean_deficit,num_with_top_1,num_with_top_2,num_with_top_3,runtime
24,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1626064000010956
24,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1862162000034004
24,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1881638000049861
24,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1892710999964038
24,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1888156000059098
24,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2238715999992564
24,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2080666999972891
24,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.185808399997768
24,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1671780000033322
24,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1671230999927502
24,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1606781000009505
24,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2016032999963499
24,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1798509000072954
24,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1688288000004831
24,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1974609000026248
24,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1996904000116046
24,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1749562000040896
24,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1729877000034321
24,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2118830000108573
24,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.162170600000536
24,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.159798699998646
24,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1644965999876149
24,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1845346000045538
24,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1636846000037621
24,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1986028999963309
24,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2171890000026906
24,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1572467000078177
24,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1817772000067634
24,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1685514999990118
24,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1702182000008179
24,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1824730999942403
24,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1721706999960588
24,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2271635000070091
24,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2143670999939786
24,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1882877000025473
24,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1996054000046569
24,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1799667000013869
24,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1771388999914052
24,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1774982000060845
24,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1781119999941438
24,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.2051414000015938
24,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1892071000038413
24,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1767132999957539
24,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,24,24,24,0.1680041999934474
25,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1782632000104058
25,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1744928999978583
25,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1819002999982331
25,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2334240000054706
25,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2131331999989925
25,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1671656999969855
25,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1651185000082478
25,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1694271000014851
25,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.17789520000224
25,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.24616349999269
25,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1717453999881399
25,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1848664999997709
25,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1711211999936495
25,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1646448000101372
25,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1854185999982291
25,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1668290999950841
25,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.220878599997377
25,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1678307999973185
25,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1784634000068763
25,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1757770999975036
25,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1664246000000275
25,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1642703000106848
25,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2037701999943237
25,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1674513000034494
25,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1681111999932909
25,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1822629999951459
25,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.166079799993895
25,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1918479000014485
25,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1653922000114107
25,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2135487999912584
25,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2002086000138661
25,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1691487000061897
25,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1918543000065256
25,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1881916999991517
25,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1992910000117262
25,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1891329000063706
25,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2044724000006681
25,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1876717999984976
25,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1933116000000154
25,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1637969000003067
25,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1832926999923074
25,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.169698600002448
25,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1985416999959852
25,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1987371999857714
25,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1865849000023445
25,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1866755999944871
25,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1662142999994103
25,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2020659999980125
25,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.1827642999996896
25,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,25,25,25,0.2143331999977817
26,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1581580999918515
26,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2074110000103246
26,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1678270999982487
26,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1704676000081235
26,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2167694000090705
26,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2093845999916084
26,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1742165999894496
26,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1905408000020543
26,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1859208000096259
26,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.179501300008269
26,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1695630000031087
26,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1736178999999538
26,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2529079999949317
26,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1709357000072486
26,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1856259999913163
26,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1978322000068146
26,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1820870999945327
26,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.230896399996709
26,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1934854999999515
26,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1677117999934125
26,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1677794999995967
26,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2107962000009138
26,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2761375999980373
26,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.258793400003924
26,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2631572999962372
26,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2212381999997887
26,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2363938999915262
26,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2605658000102266
26,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2260782000084873
26,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2139435999997658
26,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2487553999962983
26,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2060953000036534
26,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2124235999945085
26,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.233360400001402
26,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2471751000121003
26,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.22123979999742
26,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2612858000065898
26,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.204876099989633
26,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2210703000018838
26,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2386744999967049
26,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2665233000006992
26,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2394385000079637
26,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2051098999945679
26,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2232437000056961
26,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1883601000008639
26,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1922300000005634
26,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1895305000070948
26,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1961243999976432
26,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.2172908000065945
26,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,26,26,26,0.1978629999939585
27,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2467073000007076
27,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2031409999908646
27,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1995270000043092
27,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1971722000016598
27,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2053961000056006
27,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.272205400004168
27,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2111552999995183
27,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1997800999961327
27,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.205888500000583
27,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2006418999953894
27,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2034067999920807
27,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2598896999988938
27,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1998996999900555
27,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1965098000073339
27,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.197623800006113
27,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2043354000052204
27,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1995366000046488
27,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2428533000056632
27,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1986222999985329
27,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1958517000020947
27,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2210985999990953
27,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2009891999914543
27,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2037114999984624
27,8,0.4,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2422874000039883
27,8,0.4,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1990025000122841
27,8,0.4,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1958300999976927
27,8,0.4,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1987492999905953
27,8,0.4,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1995640999957686
27,8,0.4,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.216351900002337
27,8,0.4,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2514328999968711
27,8,0.8,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1961959999898681
27,8,0.8,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1981206999917049
27,8,0.8,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1962592999916523
27,8,0.8,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1987289999960921
27,8,0.8,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2019207999983336
27,8,0.8,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2428053999901749
27,8,0.8,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2076880999957211
27,8,0.8,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.198207800000091
27,8,0.8,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2019660000078147
27,8,0.8,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.201020199994673
27,8,1.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1913375000003725
27,8,1.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1953742999903625
27,8,1.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.241087400005199
27,8,1.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.192903600007412
27,8,1.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.1960204000060912
27,8,1.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2127739999996265
27,8,1.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2118585999996867
27,8,1.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2131703999912133
27,8,1.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2487143000034848
27,8,1.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,27,27,27,0.2014237999974284
28,8,0.0,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205571600003168
28,8,0.0,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2216255999956047
28,8,0.0,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2134712000115541
28,8,0.0,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2142374999966705
28,8,0.0,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2684831000078702
28,8,0.0,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2095360999956028
28,8,0.0,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205870199992205
28,8,0.0,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.1982265999977244
28,8,0.0,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2240536000026622
28,8,0.0,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2596148000011453
28,8,0.2,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2236590000102296
28,8,0.2,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2132727999996859
28,8,0.2,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2102197000058367
28,8,0.2,0.001,{0.34},False,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.205264399992302
28,8,0.2,0.001,{0.34},False,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2083164999930886
28,8,0.2,0.001,{0.34},True,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2688046999974176
28,8,0.2,0.001,{0.34},True,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2125136000104248
28,8,0.2,0.001,{0.34},True,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2131733999995049
28,8,0.2,0.001,{0.34},True,tabu_search,3,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2088434000033885
28,8,0.2,0.001,{0.34},True,tabu_search,4,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2019105999934254
28,8,0.4,0.001,{0.34},False,tabu_search,0,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2470009000098798
28,8,0.4,0.001,{0.34},False,tabu_search,1,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2017084999970393
28,8,0.4,0.001,{0.34},False,tabu_search,2,100.0,100.0,0.0,0.0,0,0.0,28,28,28,0.2020206000015605
